,original_date,update_date,county_city,originating_agency,jurisdictiont_tracking_num,state_tracking_num,emac_federal_ma_num,subject,priority,worked_by,overall_status,assignment_status,assigned_to,original_dt,update_dt,subject_split,subject_std
1002,03/12/202011:42:10,03/22/202013:00:03,ClallamPortAngeles,ClallamCounty EOC,CCEM 0002,WA­202031211220,,"mask, surgical,standard",IncidentStabilization,County,Assigned,Cancelled,Planning Section,2020-03-12,2020-03-22,"mask, surgical,standard",Masks
1003,03/19/202010:09:43,03/22/202013:00:02,ClallamForks,ClallamCounty EOC,WA­202031910890CCEM0012,WA­202031910890,,Viral test kits,IncidentStabilization,County,Assigned,Cancelled,Planning Section,2020-03-19,2020-03-22,viral test kits,
1004,03/13/202010:30:22,03/22/202012:58:48,ClallamPortAngeles,ClallamCounty EOC,CCEM0008,WA­202031310130,,"thermometers,no contact",IncidentStabilization,County,Assigned,Cancelled,Planning Section,2020-03-13,2020-03-22,"thermometers,no contact",Thermometers
1005,03/12/202012:03:56,03/22/202012:58:18,ClallamPortAngeles,ClallamCounty EOC,CCEM0007,WA­202031212467,,"mask, PAPR",IncidentStabilization,County,Assigned,Cancelled,Planning Section,2020-03-12,2020-03-22,"mask, papr",Masks
1006,03/16/202011:56:34,03/22/202012:57:38,ClallamPortAngeles,CCEOC,CCEM 0009,WA­202031611430,,Covid 19 test kits,IncidentStabilization,County,Assigned,Cancelled,Planning Section,2020-03-16,2020-03-22,covid 19 test kits,
1007,03/12/202011:48:02,03/22/202012:57:09,ClallamForks,ClallamCounty EOC,CCEM0003,WA­20203121179,,"shield, face",IncidentStabilization,County,Assigned,Cancelled,Planning Section,2020-03-12,2020-03-22,"shield, face",Face Shield
1008,03/12/202012:00:36,03/22/202012:56:18,ClallamPortAngeles,ClallamCounty EOC,CCEM0006,WA­20203121287,,GLOVES,IncidentStabilization,County,Assigned,Cancelled,Planning Section,2020-03-12,2020-03-22,gloves,Gloves
1009,03/12/202011:52:39,03/22/202012:43:46,ClallamPortAngeles,ClallamCounty EOC,CCEM0004,WA­202031211425,,Hand Sanitizer,IncidentStabilization,County,Assigned,Cancelled,Planning Section,2020-03-12,2020-03-22,hand sanitizer,Disinfectant/Sanitizer
1010,03/12/202008:48:48,03/22/202012:40:43,ClallamPortAngeles,ClallamCounty EOC,CCEM­0001,WA­20203128666,,"mask, N95 /mask, surgical /shields, face /gown / handsanitizer / gloves/ cleaningsupplies (non­specific)",IncidentStabilization,County,Assigned,CancelledCancelled,Planning SectionPlanning Section,2020-03-12,2020-03-22,"mask, n95",Masks
1010,03/12/202008:48:48,03/22/202012:40:43,ClallamPortAngeles,ClallamCounty EOC,CCEM­0001,WA­20203128666,,"mask, N95 /mask, surgical /shields, face /gown / handsanitizer / gloves/ cleaningsupplies (non­specific)",IncidentStabilization,County,Assigned,CancelledCancelled,Planning SectionPlanning Section,2020-03-12,2020-03-22,"mask, surgical",Masks
1010,03/12/202008:48:48,03/22/202012:40:43,ClallamPortAngeles,ClallamCounty EOC,CCEM­0001,WA­20203128666,,"mask, N95 /mask, surgical /shields, face /gown / handsanitizer / gloves/ cleaningsupplies (non­specific)",IncidentStabilization,County,Assigned,CancelledCancelled,Planning SectionPlanning Section,2020-03-12,2020-03-22,"shields, face",Face Shield
1010,03/12/202008:48:48,03/22/202012:40:43,ClallamPortAngeles,ClallamCounty EOC,CCEM­0001,WA­20203128666,,"mask, N95 /mask, surgical /shields, face /gown / handsanitizer / gloves/ cleaningsupplies (non­specific)",IncidentStabilization,County,Assigned,CancelledCancelled,Planning SectionPlanning Section,2020-03-12,2020-03-22,gown,Gowns
1010,03/12/202008:48:48,03/22/202012:40:43,ClallamPortAngeles,ClallamCounty EOC,CCEM­0001,WA­20203128666,,"mask, N95 /mask, surgical /shields, face /gown / handsanitizer / gloves/ cleaningsupplies (non­specific)",IncidentStabilization,County,Assigned,CancelledCancelled,Planning SectionPlanning Section,2020-03-12,2020-03-22,handsanitizer,Disinfectant/Sanitizer
1010,03/12/202008:48:48,03/22/202012:40:43,ClallamPortAngeles,ClallamCounty EOC,CCEM­0001,WA­20203128666,,"mask, N95 /mask, surgical /shields, face /gown / handsanitizer / gloves/ cleaningsupplies (non­specific)",IncidentStabilization,County,Assigned,CancelledCancelled,Planning SectionPlanning Section,2020-03-12,2020-03-22,gloves,Gloves
1010,03/12/202008:48:48,03/22/202012:40:43,ClallamPortAngeles,ClallamCounty EOC,CCEM­0001,WA­20203128666,,"mask, N95 /mask, surgical /shields, face /gown / handsanitizer / gloves/ cleaningsupplies (non­specific)",IncidentStabilization,County,Assigned,CancelledCancelled,Planning SectionPlanning Section,2020-03-12,2020-03-22,cleaningsupplies (non­specific),
1011,03/17/202018:03:21,03/22/202012:29:00,WhitmanAlbion,WhitmanCountyEmergencyManagement,EM­01,WA­202031718690,,"Masks, N95 /Gowns,Disposable",,County,Assigned,Assigned,ESF 7­Resource Management,2020-03-17,2020-03-22,"masks, n95",Masks
1011,03/17/202018:03:21,03/22/202012:29:00,WhitmanAlbion,WhitmanCountyEmergencyManagement,EM­01,WA­202031718690,,"Masks, N95 /Gowns,Disposable",,County,Assigned,Assigned,ESF 7­Resource Management,2020-03-17,2020-03-22,"gowns,disposable",Gowns
1012,03/20/202015:26:23,03/22/202012:28:30,WhitmanColfax,WhitmanCountyEmergencyManagement,3,WA­202032015347,,NP Swabs /sanitizer,,County,Unassigned,,,2020-03-20,2020-03-22,np swabs,SWABS
1012,03/20/202015:26:23,03/22/202012:28:30,WhitmanColfax,WhitmanCountyEmergencyManagement,3,WA­202032015347,,NP Swabs /sanitizer,,County,Unassigned,,,2020-03-20,2020-03-22,sanitizer,Disinfectant/Sanitizer
1013,03/22/202011:40:40,03/22/202011:55:20,KitsapBremerton,BremertonFD ­ Tier 1EMS/FRagency,Kitsap ­046BFD,WA­202032211536,,Supplies/PPE forTier 1 EMS/FRagency,,County,Unassigned,,,2020-03-22,2020-03-22,supplies,
1013,03/22/202011:40:40,03/22/202011:55:20,KitsapBremerton,BremertonFD ­ Tier 1EMS/FRagency,Kitsap ­046BFD,WA­202032211536,,Supplies/PPE forTier 1 EMS/FRagency,,County,Unassigned,,,2020-03-22,2020-03-22,ppe fortier 1 ems,PPE
1013,03/22/202011:40:40,03/22/202011:55:20,KitsapBremerton,BremertonFD ­ Tier 1EMS/FRagency,Kitsap ­046BFD,WA­202032211536,,Supplies/PPE forTier 1 EMS/FRagency,,County,Unassigned,,,2020-03-22,2020-03-22,fragency,
1015,03/18/202014:51:59,03/19/202020:24:14,SnohomishEverett,SnohomishCounty ­DEM ECC,15000SnoCo­202031814581,WA­202031814581,,"Filters, N95 Mask",IncidentStabilization,County,Assigned,,,2020-03-18,2020-03-19,"filters, n95 mask",Masks
1016,03/19/202014:41:05,03/19/202020:22:23,SnohomishEverett,SnohomishCountySheriff'sOffice,SnoCo­202031914786,WA­202031914786,,"Mask, N95",IncidentStabilization,County,Assigned,,,2020-03-19,2020-03-19,"mask, n95",Masks
1017,03/19/202014:58:33,03/19/202020:21:44,SnohomishEverett,SnohomishCountySheriff'sOffice,SnoCo­202031914421,WA­202031914421,,"Wipes, Disinfecting",IncidentStabilization,County,Accepted,,,2020-03-19,2020-03-19,"wipes, disinfecting",Disinfectant/Sanitizer
1018,03/19/202015:05:02,03/19/202020:20:53,SnohomishEverett,SnohomishCountySheriff'sOffice,SnoCo­202031915538,WA­202031915538,,"Glasses, Safety",IncidentStabilization,County,Assigned,,,2020-03-19,2020-03-19,"glasses, safety",Goggles/Glasses
1019,03/19/202019:20:33,03/19/202019:28:09,KingSeattle,PHSKC,PH­2020319,WA­202031919616,,Logistics SupportStaff ­ Facilities UnitLeader,IncidentStabilization,City,Accepted,Assigned,Logistics Commercial Resource Branch,2020-03-19,2020-03-19,logistics supportstaff ­ facilities unitleader,
1020,02/07/202014:55:21,03/19/202017:56:56,KingSeattle,PHSKC,PH­20202714734,WA­20202714734,,RR 116 ­ IsolationFacility,IncidentStabilization,City,Assigned,Assigned,Logistics Section,2020-02-07,2020-03-19,rr 116 ­ isolationfacility,
1021,03/19/202008:57:23,03/19/202017:01:57,OkanoganTwisp,OkanoganEM / AeroMethow,OKEM20200316­0005.9,WA­20203198480,,"Mask, N95",IncidentStabilization,County,Unassigned,,,2020-03-19,2020-03-19,"mask, n95",Masks
1022,03/19/202008:34:47,03/19/202016:33:35,OkanoganTwisp,OkanoganEM / AeroMethow,OKEM20200316­0005.3,WA­20203198566,,"Mask, N95",IncidentStabilization,County,Unassigned,,,2020-03-19,2020-03-19,"mask, n95",Masks
1023,03/18/202013:53:08,03/19/202016:25:52,SkamaniaStevenson,SC DEM,00010001,WA­202031813663,,PPE,IncidentStabilization,County,Unassigned,,,2020-03-18,2020-03-19,ppe,PPE
1024,02/07/202015:55:02,03/19/202015:50:32,KingSeattle,PHSKC,PH­20202715105,WA­20202715105,,RR 024 ­ Translator,IncidentStabilization,City,Completed,Completed,Logistics Section,2020-02-07,2020-03-19,rr 024 ­ translator,
1025,03/19/202013:43:25,03/19/202015:38:25,OkanoganTonasket,OkanoganEM / FireDist 12 MtHull,OKEM20200319­0010,WA­202031913871,,"Mask, N95",IncidentStabilization,County,Unassigned,,,2020-03-19,2020-03-19,"mask, n95",Masks
1026,03/19/202014:52:32,03/19/202015:13:21,KingBellevue,City ofBellevueFireDepartment,BEL­202031914573,WA­202031914573,,Thermometers,IncidentStabilization,City,Accepted,,,2020-03-19,2020-03-19,thermometers,Thermometers
1027,03/19/202015:03:23,03/19/202015:09:10,DouglasEastWenatchee,DouglasCountySheriff'sOffice,03­19­20 0303­19­20 03,WA­202031915564,,Hand Sanitizer,IncidentStabilization,County,Unassigned,,,2020-03-19,2020-03-19,hand sanitizer,Disinfectant/Sanitizer
1028,03/19/202012:09:53,03/19/202015:06:25,KingBellevue,BellevuePoliceDepartment,BE­202031912926,WA­202031912926,,100 containers ofdisinfectant wipes,IncidentStabilization,County,Unassigned,,,2020-03-19,2020-03-19,100 containers ofdisinfectant wipes,Disinfectant/Sanitizer
1029,03/19/202014:53:44,03/19/202014:58:23,SnohomishEverett,SnohomishCountySheriff'sOffice,SnoCo­202031914846,WA­202031914846,,"Sanitizer, Hand",IncidentStabilization,County,Accepted,,,2020-03-19,2020-03-19,"sanitizer, hand",Disinfectant/Sanitizer
1030,03/06/202015:38:51,03/21/202017:44:51,KingShoreline,WA StateDepartmentof Health,DOH­T0306.34WA­20203615380,WA­20203615380,,"Staffing,Shoreline,DeputyLogisticsSection Chief",IncidentStabilization,State,Assigned,Assigned,Planning Section,2020-03-06,2020-03-21,"staffing,shoreline,deputylogisticssection chief",Staffing
1031,03/06/202008:20:24,03/21/202017:44:39,KingShoreline,WA StateDepartmentof Health,DOH­T 0306.9WA­2020368942,WA­2020368942,,"Staffing,Shoreline,Safety Officer",IncidentStabilization,State,Assigned,Assigned,Planning Section,2020-03-06,2020-03-21,"staffing,shoreline,safety officer",Staffing
1032,03/06/202008:07:23,03/21/202017:44:33,KingShoreline,WA StateDepartmentof Health,DOH­T 0306.8WA­2020368404,WA­2020368404,,"Staffing,Shoreline,Safety Officer",IncidentStabilization,State,Assigned,Assigned,Planning Section,2020-03-06,2020-03-21,"staffing,shoreline,safety officer",Staffing
1033,03/13/202014:23:40,03/21/202017:43:00,PierceTacoma,WashingtonEmergencyManagementDivision,WA­202031314774WA­202031314774,WA­202031314774,,"Staffing,Camp Murray,Tacoma,CISA",IncidentStabilization,State,Assigned,Accepted,Logistics Intergovernmental Resources Branch,2020-03-13,2020-03-21,"staffing,camp murray,tacoma,cisa",Staffing
1034,03/20/202016:02:11,03/21/202017:40:50,PierceLakewood,WashingtonStateEmergencyManagement,WA­202032016718,WA­202032016718,1591­110526,OSHA Tech,IncidentStabilization,State,Assigned,Accepted,Logistics Intergovernmental Resources Branch,2020-03-20,2020-03-21,osha tech,
1035,03/20/202015:14:17,03/21/202017:40:08,PierceLakewood,WashingtonStateEmergencyManagement,WA­202032015431,WA­202032015431,2591­11063,Task ForceLeader,IncidentStabilization,State,Assigned,Accepted,Logistics Intergovernmental Resources Branch,2020-03-20,2020-03-21,task forceleader,
1036,03/21/202015:07:02,03/21/202017:39:38,ChelanWenatchee,ChelanCountyEmergencyManagement,2020­03­21­142020­03­21­14,WA­20203211571,,*ChelanCounty BulkPPE,IncidentStabilization,State,Accepted,Assigned,Logistics Section,2020-03-21,2020-03-21,*chelancounty bulkppe,
1037,02/15/202015:40:48,03/21/202017:35:18,KingShoreline,DOH IMT,DOH 0215.10DOH 0215­10,WA­202021515152,,Staff forQuarantineTeam / ^,IncidentStabilization,County,Completed,Completed,Planning Section,2020-02-15,2020-03-21,staff forquarantineteam,
1037,02/15/202015:40:48,03/21/202017:35:18,KingShoreline,DOH IMT,DOH 0215.10DOH 0215­10,WA­202021515152,,Staff forQuarantineTeam / ^,IncidentStabilization,County,Completed,Completed,Planning Section,2020-02-15,2020-03-21,^,
1038,03/02/202013:04:19,03/21/202017:35:09,KingSeattle,PHSKC,PH­20203213283WA­20203213283,WA­20203213283,,RR 037 / TempStaffing forLife Care / ^,IncidentStabilization,County,Completed,Completed,Logistics Section,2020-03-02,2020-03-21,rr 037,
1038,03/02/202013:04:19,03/21/202017:35:09,KingSeattle,PHSKC,PH­20203213283WA­20203213283,WA­20203213283,,RR 037 / TempStaffing forLife Care / ^,IncidentStabilization,County,Completed,Completed,Logistics Section,2020-03-02,2020-03-21,tempstaffing forlife care,Staffing
1038,03/02/202013:04:19,03/21/202017:35:09,KingSeattle,PHSKC,PH­20203213283WA­20203213283,WA­20203213283,,RR 037 / TempStaffing forLife Care / ^,IncidentStabilization,County,Completed,Completed,Logistics Section,2020-03-02,2020-03-21,^,
1039,02/02/202011:42:19,03/21/202017:34:57,KingShoreline,WA StateDept ofHealth,NCoV0160,WA­20202211211,,TransportationCoodination /^,IncidentStabilization,County,Completed,Completed,Planning Section,2020-02-02,2020-03-21,transportationcoodination,
1039,02/02/202011:42:19,03/21/202017:34:57,KingShoreline,WA StateDept ofHealth,NCoV0160,WA­20202211211,,TransportationCoodination /^,IncidentStabilization,County,Completed,Completed,Planning Section,2020-02-02,2020-03-21,^,
1040,02/14/202015:04:19,03/21/202017:34:27,KingShoreline,DOH IMT,DOH,WA­202021415283,,AssistantSafety Officer/ ^,IncidentStabilization,County,Completed,Completed,Planning Section,2020-02-14,2020-03-21,assistantsafety officer,
1040,02/14/202015:04:19,03/21/202017:34:27,KingShoreline,DOH IMT,DOH,WA­202021415283,,AssistantSafety Officer/ ^,IncidentStabilization,County,Completed,Completed,Planning Section,2020-02-14,2020-03-21,^,
1041,02/14/202011:39:54,03/21/202017:33:15,KingShoreline,DOH IMT,DOH 0213.11DOH 0213.11,WA­202021411794,,OperationsMCM StaffMember / ^,IncidentStabilization,County,Completed,Completed,Planning Section,2020-02-14,2020-03-21,operationsmcm staffmember,
1041,02/14/202011:39:54,03/21/202017:33:15,KingShoreline,DOH IMT,DOH 0213.11DOH 0213.11,WA­202021411794,,OperationsMCM StaffMember / ^,IncidentStabilization,County,Completed,Completed,Planning Section,2020-02-14,2020-03-21,^,
1042,02/08/202013:18:14,03/21/202017:32:47,KingShoreline,DOH,DOH 0208.01,WA­20202813904,,Safety Officer/ ^,IncidentStabilization,County,Completed,CompletedCancelled,Planning SectionPlanning Section,2020-02-08,2020-03-21,safety officer,
1042,02/08/202013:18:14,03/21/202017:32:47,KingShoreline,DOH,DOH 0208.01,WA­20202813904,,Safety Officer/ ^,IncidentStabilization,County,Completed,CompletedCancelled,Planning SectionPlanning Section,2020-02-08,2020-03-21,^,
1043,03/18/202014:58:39,03/21/202017:32:38,SpokaneSpokane,SpokaneCountySheriff,WA­202031814967SCSO­006,WA­202031814967,,"60 / Cover,Boot, Tyvek,Extra­Large,350 / Cover,Boot, Tyvek,2XL, 90",IncidentStabilization,County,Assigned,Assigned,Logistics Section,2020-03-18,2020-03-21,60,
1043,03/18/202014:58:39,03/21/202017:32:38,SpokaneSpokane,SpokaneCountySheriff,WA­202031814967SCSO­006,WA­202031814967,,"60 / Cover,Boot, Tyvek,Extra­Large,350 / Cover,Boot, Tyvek,2XL, 90",IncidentStabilization,County,Assigned,Assigned,Logistics Section,2020-03-18,2020-03-21,"cover,boot, tyvek,extra­large,350",
1043,03/18/202014:58:39,03/21/202017:32:38,SpokaneSpokane,SpokaneCountySheriff,WA­202031814967SCSO­006,WA­202031814967,,"60 / Cover,Boot, Tyvek,Extra­Large,350 / Cover,Boot, Tyvek,2XL, 90",IncidentStabilization,County,Assigned,Assigned,Logistics Section,2020-03-18,2020-03-21,"cover,boot, tyvek,2xl, 90",
1044,03/18/202014:55:06,03/21/202017:32:08,SpokaneSpokane,SpokaneCountySheriff,SCSO­005,WA­202031814257,,"Suit, Tyvek,Small, 10 /Suit, Tyvek,Medium, 50 /Suit, Tyvek,Large, 150 /Suit, Tyvek,Extra­Large,200 / Suit,Tyvek, 2XL, 50/ Suit, Tyvek,3XL, 30 / Suit,Tyvek, 4XL,10",IncidentStabilization,County,Assigned,Assigned,Logistics Section,2020-03-18,2020-03-21,"suit, tyvek,small, 10",
1044,03/18/202014:55:06,03/21/202017:32:08,SpokaneSpokane,SpokaneCountySheriff,SCSO­005,WA­202031814257,,"Suit, Tyvek,Small, 10 /Suit, Tyvek,Medium, 50 /Suit, Tyvek,Large, 150 /Suit, Tyvek,Extra­Large,200 / Suit,Tyvek, 2XL, 50/ Suit, Tyvek,3XL, 30 / Suit,Tyvek, 4XL,10",IncidentStabilization,County,Assigned,Assigned,Logistics Section,2020-03-18,2020-03-21,"suit, tyvek,medium, 50",
1044,03/18/202014:55:06,03/21/202017:32:08,SpokaneSpokane,SpokaneCountySheriff,SCSO­005,WA­202031814257,,"Suit, Tyvek,Small, 10 /Suit, Tyvek,Medium, 50 /Suit, Tyvek,Large, 150 /Suit, Tyvek,Extra­Large,200 / Suit,Tyvek, 2XL, 50/ Suit, Tyvek,3XL, 30 / Suit,Tyvek, 4XL,10",IncidentStabilization,County,Assigned,Assigned,Logistics Section,2020-03-18,2020-03-21,"suit, tyvek,large, 150",
1044,03/18/202014:55:06,03/21/202017:32:08,SpokaneSpokane,SpokaneCountySheriff,SCSO­005,WA­202031814257,,"Suit, Tyvek,Small, 10 /Suit, Tyvek,Medium, 50 /Suit, Tyvek,Large, 150 /Suit, Tyvek,Extra­Large,200 / Suit,Tyvek, 2XL, 50/ Suit, Tyvek,3XL, 30 / Suit,Tyvek, 4XL,10",IncidentStabilization,County,Assigned,Assigned,Logistics Section,2020-03-18,2020-03-21,"suit, tyvek,extra­large,200",
1044,03/18/202014:55:06,03/21/202017:32:08,SpokaneSpokane,SpokaneCountySheriff,SCSO­005,WA­202031814257,,"Suit, Tyvek,Small, 10 /Suit, Tyvek,Medium, 50 /Suit, Tyvek,Large, 150 /Suit, Tyvek,Extra­Large,200 / Suit,Tyvek, 2XL, 50/ Suit, Tyvek,3XL, 30 / Suit,Tyvek, 4XL,10",IncidentStabilization,County,Assigned,Assigned,Logistics Section,2020-03-18,2020-03-21,"suit,tyvek, 2xl, 50",
1044,03/18/202014:55:06,03/21/202017:32:08,SpokaneSpokane,SpokaneCountySheriff,SCSO­005,WA­202031814257,,"Suit, Tyvek,Small, 10 /Suit, Tyvek,Medium, 50 /Suit, Tyvek,Large, 150 /Suit, Tyvek,Extra­Large,200 / Suit,Tyvek, 2XL, 50/ Suit, Tyvek,3XL, 30 / Suit,Tyvek, 4XL,10",IncidentStabilization,County,Assigned,Assigned,Logistics Section,2020-03-18,2020-03-21,"suit, tyvek,3xl, 30",
1044,03/18/202014:55:06,03/21/202017:32:08,SpokaneSpokane,SpokaneCountySheriff,SCSO­005,WA­202031814257,,"Suit, Tyvek,Small, 10 /Suit, Tyvek,Medium, 50 /Suit, Tyvek,Large, 150 /Suit, Tyvek,Extra­Large,200 / Suit,Tyvek, 2XL, 50/ Suit, Tyvek,3XL, 30 / Suit,Tyvek, 4XL,10",IncidentStabilization,County,Assigned,Assigned,Logistics Section,2020-03-18,2020-03-21,"suit,tyvek, 4xl,10",
1045,03/14/202008:11:54,03/21/202016:49:18,KingSeattle,Public HealthSeattle KingCounty,KC­20203148792,WA­20203148792,,"Thermometer,No Contact",IncidentStabilization,County,Assigned,Assigned,Logistics Section,2020-03-14,2020-03-21,"thermometer,no contact",Thermometers
1046,03/20/202008:38:35,03/21/202016:48:58,PierceTacoma,PierceCountyEmergencyManagement,29769 x1429769 x14,WA­20203208398,,"Masks,Surgical /Masks, N95 /Gloves /Gowns / EyeProtection /Therometers,Infrared /Sanatizer /Clearner /Caps, Boufant",IncidentStabilization,County,Assigned,Assigned,Logistics Section,2020-03-20,2020-03-21,"masks,surgical",Masks
1046,03/20/202008:38:35,03/21/202016:48:58,PierceTacoma,PierceCountyEmergencyManagement,29769 x1429769 x14,WA­20203208398,,"Masks,Surgical /Masks, N95 /Gloves /Gowns / EyeProtection /Therometers,Infrared /Sanatizer /Clearner /Caps, Boufant",IncidentStabilization,County,Assigned,Assigned,Logistics Section,2020-03-20,2020-03-21,"masks, n95",Masks
1046,03/20/202008:38:35,03/21/202016:48:58,PierceTacoma,PierceCountyEmergencyManagement,29769 x1429769 x14,WA­20203208398,,"Masks,Surgical /Masks, N95 /Gloves /Gowns / EyeProtection /Therometers,Infrared /Sanatizer /Clearner /Caps, Boufant",IncidentStabilization,County,Assigned,Assigned,Logistics Section,2020-03-20,2020-03-21,gloves,Gloves
1046,03/20/202008:38:35,03/21/202016:48:58,PierceTacoma,PierceCountyEmergencyManagement,29769 x1429769 x14,WA­20203208398,,"Masks,Surgical /Masks, N95 /Gloves /Gowns / EyeProtection /Therometers,Infrared /Sanatizer /Clearner /Caps, Boufant",IncidentStabilization,County,Assigned,Assigned,Logistics Section,2020-03-20,2020-03-21,gowns,Gowns
1046,03/20/202008:38:35,03/21/202016:48:58,PierceTacoma,PierceCountyEmergencyManagement,29769 x1429769 x14,WA­20203208398,,"Masks,Surgical /Masks, N95 /Gloves /Gowns / EyeProtection /Therometers,Infrared /Sanatizer /Clearner /Caps, Boufant",IncidentStabilization,County,Assigned,Assigned,Logistics Section,2020-03-20,2020-03-21,eyeprotection,Goggles/Glasses
1046,03/20/202008:38:35,03/21/202016:48:58,PierceTacoma,PierceCountyEmergencyManagement,29769 x1429769 x14,WA­20203208398,,"Masks,Surgical /Masks, N95 /Gloves /Gowns / EyeProtection /Therometers,Infrared /Sanatizer /Clearner /Caps, Boufant",IncidentStabilization,County,Assigned,Assigned,Logistics Section,2020-03-20,2020-03-21,"therometers,infrared",
1046,03/20/202008:38:35,03/21/202016:48:58,PierceTacoma,PierceCountyEmergencyManagement,29769 x1429769 x14,WA­20203208398,,"Masks,Surgical /Masks, N95 /Gloves /Gowns / EyeProtection /Therometers,Infrared /Sanatizer /Clearner /Caps, Boufant",IncidentStabilization,County,Assigned,Assigned,Logistics Section,2020-03-20,2020-03-21,sanatizer,Disinfectant/Sanitizer
1046,03/20/202008:38:35,03/21/202016:48:58,PierceTacoma,PierceCountyEmergencyManagement,29769 x1429769 x14,WA­20203208398,,"Masks,Surgical /Masks, N95 /Gloves /Gowns / EyeProtection /Therometers,Infrared /Sanatizer /Clearner /Caps, Boufant",IncidentStabilization,County,Assigned,Assigned,Logistics Section,2020-03-20,2020-03-21,clearner,
1046,03/20/202008:38:35,03/21/202016:48:58,PierceTacoma,PierceCountyEmergencyManagement,29769 x1429769 x14,WA­20203208398,,"Masks,Surgical /Masks, N95 /Gloves /Gowns / EyeProtection /Therometers,Infrared /Sanatizer /Clearner /Caps, Boufant",IncidentStabilization,County,Assigned,Assigned,Logistics Section,2020-03-20,2020-03-21,"caps, boufant",
1047,03/14/202008:18:09,03/21/202016:48:57,KingSeattle,Seattle KingCountyPublicHealth,KC­20203148980WA­20203148980,WA­20203148980,,"Thermometer,no contact",IncidentStabilization,County,Assigned,Assigned,Logistics Section,2020-03-14,2020-03-21,"thermometer,no contact",Thermometers
1048,03/06/202017:25:13,03/21/202016:48:36,KingBellevue,JKW MedicalGroup,PH­20203617438PH­20203617438,WA­20203617438,,"Mask, N95",IncidentStabilization,County,Assigned,Assigned,Logistics Section,2020-03-06,2020-03-21,"mask, n95",Masks
1049,03/02/202017:09:34,03/21/202016:48:36,PierceTacoma,PierceCountyEmergencyManagement,001001,WA­20203217133,,HandSanitizer,IncidentStabilization,County,Assigned,Assigned,Logistics Section,2020-03-02,2020-03-21,handsanitizer,Disinfectant/Sanitizer
1050,03/14/202018:09:14,03/21/202016:48:28,KingBothell,AlphaSupportedLivingServices,"PH­202031418194,RR 282KC­202031418194",WA­202031418194,,"gloves, exam/ mask,surgical /mask,N95(Don'tremove: RR282)",IncidentStabilization,County,Assigned,Assigned,Logistics Section,2020-03-14,2020-03-21,"gloves, exam",Gloves
1050,03/14/202018:09:14,03/21/202016:48:28,KingBothell,AlphaSupportedLivingServices,"PH­202031418194,RR 282KC­202031418194",WA­202031418194,,"gloves, exam/ mask,surgical /mask,N95(Don'tremove: RR282)",IncidentStabilization,County,Assigned,Assigned,Logistics Section,2020-03-14,2020-03-21,"mask,surgical",Masks
1050,03/14/202018:09:14,03/21/202016:48:28,KingBothell,AlphaSupportedLivingServices,"PH­202031418194,RR 282KC­202031418194",WA­202031418194,,"gloves, exam/ mask,surgical /mask,N95(Don'tremove: RR282)",IncidentStabilization,County,Assigned,Assigned,Logistics Section,2020-03-14,2020-03-21,"mask,n95(don'tremove: rr282)",Masks
1051,03/14/202013:12:36,03/21/202016:48:18,KingSeattle,PHSKC ­NeedleExchangeProgram,PH­202031413998KC­202031413998,WA­202031413998,,"mask,procedurefog­free /(Don'tremove: RR269)",IncidentStabilization,County,Assigned,Assigned,Logistics Section,2020-03-14,2020-03-21,"mask,procedurefog­free",Masks
1051,03/14/202013:12:36,03/21/202016:48:18,KingSeattle,PHSKC ­NeedleExchangeProgram,PH­202031413998KC­202031413998,WA­202031413998,,"mask,procedurefog­free /(Don'tremove: RR269)",IncidentStabilization,County,Assigned,Assigned,Logistics Section,2020-03-14,2020-03-21,(don'tremove: rr269),
1052,03/13/202013:16:35,03/21/202016:47:38,WhatcomBellingham,WhatcomCountyHealthDepartment,20­0265Whatcom 0010(NorthCascadesH&R),WA­202031313936,,HandSanitizer,IncidentStabilization,County,Assigned,AssignedAssigned,Logistics SectionLogistics Section,2020-03-13,2020-03-21,handsanitizer,Disinfectant/Sanitizer
1053,03/13/202009:37:19,03/21/202016:47:08,WhatcomBellingham,WhatcomCountyHealthDepartment,20­0265/Whatcom0010 (NorthCascadesH&R)WA­20203139970,WA­20203139970,,"Mask, N95 /Mask,Procedure /Gown,Disposable",IncidentStabilization,County,Assigned,Assigned,Logistics Section,2020-03-13,2020-03-21,"mask, n95",Masks
1053,03/13/202009:37:19,03/21/202016:47:08,WhatcomBellingham,WhatcomCountyHealthDepartment,20­0265/Whatcom0010 (NorthCascadesH&R)WA­20203139970,WA­20203139970,,"Mask, N95 /Mask,Procedure /Gown,Disposable",IncidentStabilization,County,Assigned,Assigned,Logistics Section,2020-03-13,2020-03-21,"mask,procedure",Masks
1053,03/13/202009:37:19,03/21/202016:47:08,WhatcomBellingham,WhatcomCountyHealthDepartment,20­0265/Whatcom0010 (NorthCascadesH&R)WA­20203139970,WA­20203139970,,"Mask, N95 /Mask,Procedure /Gown,Disposable",IncidentStabilization,County,Assigned,Assigned,Logistics Section,2020-03-13,2020-03-21,"gown,disposable",Gowns
